error,in_original,in_import
different GUID,3sruW6UjbAcuugSUfH$cuH,06ES9kSpT4eeeZIYvf_bnj
different name,sporenkap,IfcSlab - sporenkap
different GUID,2HT1QptlXCmBlOoXE0NFwh,3naUVN6jLE6vieY6Xgne5y
different name,sporenkap,IfcSlab - sporenkap
different GUID,3JRVPh_yrDlwCpdavEA8oD,3uG55t_DP9yeS6f9U_zyc4
different name,sporenkap,IfcSlab - sporenkap
different GUID,0Bmn53Z2fFOh7cTWkmLXNQ,20nWXp0PT0IxwQs2rNuqyM
different name,dak dakkapel,IfcSlab - dak dakkapel
different GUID,19ymqVSczESeP2KD$erpa8,06BpJ2DXv0agneTuuNMnZL
different name,sporenkap,IfcSlab - sporenkap
different GUID,2rJ_D9OD15OxfhleuqX8IK,3tKjXsTj9BGvx$eFNEn8rF
different name,dak dakkapel,IfcSlab - dak dakkapel
different GUID,0uDACp5ab5PQznlaOgmnBv,2yKI7CGBT4JuGeB9EgmCzg
different name,dak dakkapel,IfcSlab - dak dakkapel
different GUID,1C6_0xdun0cQIIHmq4$Tev,1jMl75Duv5K9FvzDGdEKX_
different name,plafond,IfcSlab - plafond
different GUID,2ljbxVY757oh3U28o$Mplw,3JzyosUaPEYu6tuvpuHbHS
different name,dakaftimmering,IfcSlab - dakaftimmering
different GUID,1WSrSNLRn7EvqVoTs$M0PF,3H2OhEabn9uQaGvMX8Yb0f
different name,sporenkap,IfcSlab - sporenkap
different GUID,3M4fpBwzf4iQ4c3fvQBeRj,3kK0JsQJ91NfgyJimzL_w4
different name,dakaftimmering,IfcSlab - dakaftimmering
different GUID,3cJFqtukHCAfLVbyFxBs__,1vwb0W4MDD1xZ8JAlK3iuT
different name,spouwisolatie,IfcSlab - spouwisolatie
different GUID,251Lqt4LjE9Rr$wq4BqN$h,02fg3IuZz67R2puktTh90i
different name,spouwisolatie,IfcSlab - spouwisolatie
different GUID,25wmD99kP49vNjkioNsfxV,36bmzmRBf9qvsLWSWOZx_a
different name,plafond,IfcSlab - plafond
different GUID,2KYFELha55M8mkz2cp9hbD,1xmXJ_5K5ByBdtppWmkO7q
different name,sporenkap,IfcSlab - sporenkap
different GUID,3x3aB3jdLDwecrkVRvbpz7,2JXd_l28L1lOQ4AUYvI_Hv
different name,sporenkap,IfcSlab - sporenkap
different GUID,3rT2B46bX7bfYW98$CQ_BF,0_Bk7oJXv79xlk_TqRNi$U
different name,sporenkap,IfcSlab - sporenkap
different GUID,3TMPpMSyn6_xrsGAT9pObK,3Rki3UNUT569iwanKwQdY6
different name,sporenkap,IfcSlab - sporenkap
different GUID,0PqbLmY4j1RPqNOOK2eDc9,0JxfpW5tn3gQMMfw6y$kL1
different name,dekvloer,IfcSlab - dekvloer
different GUID,0NoCl6BDz7XeoXwbToQuxv,1UX$sD0aPDovMehl2XFAc3
different name,dekvloer,IfcSlab - dekvloer
different GUID,1AdGVsRPb4RRWb4qvI7uRy,2v2KXNYov5Hux8ZKtpZC3b
different name,dekvloer,IfcSlab - dekvloer
different GUID,3F1xvX$9TFOQyspn6Ek2Cs,3w8hv219rFZ8WG4Mq8WkD2
different name,dekvloer,IfcSlab - dekvloer
different GUID,0K9UoAj6n9HvS0pMeXdVOy,0W8PzFhv95TRd08YxTYopG
different name,dekvloer,IfcSlab - dekvloer
different GUID,11b4l8r$L2VO3CaHmD2Nt0,3sP0BA2yrF8OZo02hPvwRF
different name,dekvloer,IfcSlab - dekvloer
different GUID,0BA5pIAPb4QBkmNlgEbu7Z,3vWqGZEBb3ZgyJbbYzYhz5
different name,dekvloer,IfcSlab - dekvloer
different GUID,27vIv2l_z50whfg_2wR_Jh,2ZQqdV38r0J8C8mF3wMia7
different name,dekvloer,IfcSlab - dekvloer
different GUID,0rH_wyN7P26e3gGvknLdfN,3wqcfzc1j9FhKUyh4q8enU
different name,dekvloer,IfcSlab - dekvloer
different GUID,2xJxW3_1LEheyM8N4ef$kW,3VlXH7sgf07fIKu$4Q$fMB
different name,dekvloer,IfcSlab - dekvloer
different GUID,2Zh_HSGGPDUAc40uyeUaqQ,3nxBArqB5EefxLtdi2pQ00
different name,dekvloer,IfcSlab - dekvloer
different GUID,3nz7uS4R5DovP3jeKI_v93,3fwXqptR5ECx5k42JBRzyy
different name,dekvloer,IfcSlab - dekvloer
different GUID,25tyzjfSP76hJKtX0Kf9lQ,0WHZjhM5LAvAjIsT0JGF6p
different name,dekvloer,IfcSlab - dekvloer
different GUID,3XV8C2cOLDNhkQGD3$xxPe,2Zs7w3LLX2H9ThSeGnnBEP
different name,dekvloer,IfcSlab - dekvloer
different GUID,3RJ4kV2Lr6Ye3XokonTVkI,3977OIXv95sfpM4kjGVWew
different name,dekvloer,IfcSlab - dekvloer
Different number of IfcWall in storey 03 derde verdieping,71,103
different GUID,178Zovd$P9MeTHI2jV$s2n,3ZY4Dmfa1Feu0KVAoeaNAw
different name,merk Dsp,IfcWindow - merk Dsp
different GUID,3ZKKU$3lPCq8PEyTGjaGdU,2i4Fv26gL4DBUhTzGOlhS5
different name,merk K,IfcWindow - merk K
different GUID,3kTNDXm3L6jgBFZ2taLcKJ,0P90ov0z5FO8cx82esaLjC
different name,merk Ksp,IfcWindow - merk Ksp
different GUID,30Awpp2EX78eiSUY7FvQt3,3HD5A_xkD1rOy2$$q9ySq9
different name,merk Ksp,IfcWindow - merk Ksp
different GUID,0xmEoRha9E$xhaP7dhI3oe,188ssuYuXAgPzZspk5TaLm
different name,merk K,IfcWindow - merk K
different GUID,3vBRjYZSX1a8J6d0CTn4Yh,19YJgP2PT0N9Tbf4OCJMlW
different name,merk K,IfcWindow - merk K
different GUID,2KiBBLKs133RJOEnn$kg25,1KxY1zeeTFpApA5siHbsnj
different name,merk Dsp,IfcWindow - merk Dsp
different GUID,2boqH8yCb7me06TlnJm870,2lskBEsO10JQLPg6lJlWw5
different name,merk D,IfcWindow - merk D
different GUID,2GoKiXXxrC7g4IPoyQPZ2t,3t2HjZ8oPFGeo2T9YzQFCO
different name,merk J,IfcWindow - merk J
different GUID,1vWdN2kyHCyOFb8jrE1QwS,0Huo4a$XLEjAflg7smShpu
different name,merk Jsp,IfcWindow - merk Jsp
different GUID,2EqkVNVRnBUvQjRlN4tm$r,0deA8TQhH99eP5yZeRHHe0
different name,merk J,IfcWindow - merk J
different GUID,266hPy3$L5vfMXcAOOFF6p,2BJZRO3l1BeQQT23fhgjfv
different name,merk Jsp,IfcWindow - merk Jsp
Mismatch in storey GUID,0oaSdYqubDuuJF4k9AqHjC,0py3_Y85H5bxP070jRh1zc
Mismatch in storey name,04 dak,IfcBuildingStorey - 04 dak
different GUID,0oaSdYqubDuuJF4k9AqHjC,0py3_Y85H5bxP070jRh1zc
different name,04 dak,IfcBuildingStorey - 04 dak
different GUID,1mFLnqgNHBkAV$cfC8mJta,2bf_Ny3jz6we2viV6xVTqS
different name,HEB220,IfcBeam - HEB220
different GUID,2HlSnEsQL1iQ5gLavb9Pta,3ga8JNopj8n9wt8lgJCy2M
different name,HEA220,IfcBeam - HEA220
different GUID,01JdAyGrj26g2fujj4OJW6,1OcGzyCFbAxBuFr2PQm2qQ
different name,HEB220,IfcBeam - HEB220
different GUID,3S7g662RP9xumMzv4I5k23,3_iME0rLvCeAA$CYMQ7aa7
different name,HEA220,IfcBeam - HEA220
different GUID,14yQrUSwr1yPkY2tJYbM7F,2GsDx54DD1DuzmfOuNEyEC
different name,HEB220,IfcBeam - HEB220
different GUID,2id5JruDL6g9P3kQnXGsrB,0seaTNaQb0KReWb0GFSIn4
different name,HEA220,IfcBeam - HEA220
different GUID,0pwbcyQ8v6mRtN2Pp6uYo8,2OQe8Z0Ar2_vZxadKqWtto
different name,HEA220,IfcBeam - HEA220
different GUID,2vZbEEmu532wegCOlbXcov,20z3UESCf5jfUX_PJgQiQL
different name,HEB220,IfcBeam - HEB220
different GUID,19VI1vhaL4XBgHychoTMot,1Oay5ezuT9pQoEWK7xcRjX
different name,HEB220,IfcBeam - HEB220
Different number of IfcCovering in storey 04 dak,158,0
different GUID,0R01g3qJzFSxv4gJ4$3cXG,1u8YKtidjBWemKmaZ1MT0M
different name,lifttop,IfcSlab - lifttop
different GUID,3FNJ$2Wdn2kP$lyqGxZYDn,373_v6lrjCGvQCm0RJtygA
different name,dakvloer,IfcSlab - dakvloer
different GUID,1zSO73pt58WgpU6aeLSlbY,1C1W7p43P7PvUgxm3gHW2p
different name,dakvloer,IfcSlab - dakvloer
different GUID,1wuh6sjeT00uLlgKuqZKO1,3jzj$RT_L8x9KN$5qOULfM
different name,dakvloer,IfcSlab - dakvloer
different GUID,2sQQOHvvn90RraU1PncqLF,0FTF09lpn5RfM4uNfQYRHz
different name,dakvloer,IfcSlab - dakvloer
different GUID,2UkNEhSU99wxIlgSLDnlY5,2LOscZ1Dz57wi6KMPDzrya
different name,dakvloer,IfcSlab - dakvloer
different GUID,0bRJSA0Oz6NeAWECfwArnR,3GOAD2a7z0R80SKbSbex7G
different name,dakvloer,IfcSlab - dakvloer
different GUID,2o7xQ9ZfP3GB2M6B7oQ_P3,3meLHCia51Kh7XNQYLgtYo
different name,dakvloer,IfcSlab - dakvloer
different GUID,2qj4JD$qL8rwGXap2mJd2_,1T2g6M_kT4bh0vNQVuJpy4
different name,dakvloer,IfcSlab - dakvloer
different GUID,0SX7yPVRb06hAYFrxAJ8KC,2LQVcd5rLAVAAozcvzetGT
different name,dakvloer,IfcSlab - dakvloer
different GUID,3gkzTZGgn9L8ymV7puXSKG,0RusZS0uzCvvfQ1LonvzWt
different name,dakisolatie,IfcSlab - dakisolatie
Different number of IfcWall in storey 04 dak,18,22
different GUID,0_f7yvHAD4nwZoIARNjl1v,1Na1jewij9ygg9j$aJZP3j
different name,dakkoepel 1000x,IfcWindow - dakkoepel 1000x
different GUID,187USFh2r5cOPBWBpNJgHJ,3Y6Caaj359MhJP2vL6$rSw
different name,dakkoepel 1000x,IfcWindow - dakkoepel 1000x
different GUID,3wi$IxEnzE7PY_Fz$GwcQX,2eeaHys895NvFR8c8moGUo
different name,dakkoepel 1000x,IfcWindow - dakkoepel 1000x
different GUID,3kikpo5Zf9XQWnNfyl$b3h,1npzQ$bSPFdRzPoD9EtMX2
different name,dakkoepel 1000x,IfcWindow - dakkoepel 1000x
different GUID,1oUqZKaXTFE9XEtTIlzoKi,1AZ2J35dT77u0_1nxB_8Kf
different name,dakkoepel 1000x,IfcWindow - dakkoepel 1000x
